,0
149,0.30000000000000004
150,0.47
151,0.1125
152,0.075
153,0.45
154,0.46
155,0.26
156,0.27
157,0.1125
158,0.47000000000000003
159,0.25
160,0.44999999999999996
161,0.024999999999999998
162,0.47000000000000003
163,0.35000000000000003
164,0.275
165,-0.16666666666666666
166,-0.21250000000000002
167,-0.014285714285714287
168,0.2125
169,-2.5500000000000003
170,0.0625
171,0.4699999999999999
172,0.48000000000000004
173,0.0625
174,-2.5
175,0.32499999999999996
176,-2.5
177,-0.028571428571428567
178,-0.2375
179,0.43000000000000005
180,0.075
181,0.18749999999999997
182,0.26
183,0.28
184,0.25
185,0.48
186,0.13
187,0.1
188,0.3125
189,0.125
190,0.27999999999999997
191,0.4799999999999999
192,0.075
193,0.33
194,0.47000000000000003
195,0.16249999999999998
196,0.26249999999999996
197,0.26
198,-0.7666666666666666
199,0.36249999999999993
200,0.3125
201,-0.74
202,0.11249999999999999
203,-2.6999999999999997
204,0.275
205,0.1
206,0.06999999999999999
207,0.27
208,0.47000000000000003
209,0.31000000000000005
210,0.04000000000000001
211,0.3125
212,0.37500000000000006
213,-0.54
214,-0.23333333333333334
215,-0.7999999999999999
216,0.049999999999999996
217,0.27999999999999997
218,0.07500000000000001
219,0.325
220,0.3625
221,-0.7
222,0.26250000000000007
223,-0.8
224,0.1
225,0.43999999999999995
226,0.21999999999999997
227,0.01
228,-0.175
229,0.1125
230,-0.6666666666666667
231,-0.43636363636363634
232,-0.39999999999999997
233,-0.6666666666666666
234,0.0
235,-0.0125
236,0.44999999999999996
237,0.3625
238,-0.85
239,-0.4
240,0.35
241,-0.68
242,-0.7000000000000001
243,0.16249999999999998
244,0.29000000000000004
245,0.25
246,0.5
247,0.33
248,0.4799999999999999
249,0.08750000000000001
250,0.47000000000000003
251,0.19000000000000003
252,0.28
253,0.45
254,-0.7000000000000001
255,-0.23750000000000002
256,0.07499999999999998
257,0.08750000000000001
258,0.33999999999999997
259,0.029999999999999995
260,0.35
261,-2.75
262,-0.16666666666666669
263,-0.09999999999999999
264,0.08750000000000001
265,0.43999999999999995
266,0.3375
267,0.04
268,-0.2
269,0.375
270,0.29
271,0.44
272,0.43999999999999995
273,0.375
274,0.45999999999999996
275,0.25999999999999995
276,0.35000000000000003
277,0.325
278,0.09999999999999999
279,0.35000000000000003
280,-1.65
281,0.33749999999999997
282,0.05
283,0.3375
284,0.19999999999999998
285,0.35000000000000003
286,-0.6666666666666667
287,0.125
288,-0.2125
289,0.35000000000000003
290,0.3375
291,0.2125
292,-0.56
293,0.2625
294,0.0875
295,-0.11249999999999999
296,-0.8
297,0.3375
298,0.48
299,0.01
300,0.48000000000000004
301,0.49000000000000005
302,0.4600000000000001
303,-0.6
304,0.48000000000000004
305,0.29000000000000004
306,0.46
307,0.29
308,0.41000000000000003
309,0.23750000000000002
310,0.11250000000000002
311,0.1125
312,0.325
313,0.43
314,0.125
315,0.35000000000000003
316,0.08750000000000001
317,0.17777777777777778
318,0.5
319,0.29
320,0.36
321,0.3
322,0.5
323,0.325
324,0.35
325,0.0625
326,-0.2333333333333333
327,0.0625
328,-0.32857142857142857
329,0.3375
330,-0.7333333333333333
331,-0.25
332,-0.6666666666666667
333,-0.7000000000000001
334,0.33749999999999997
335,0.35
336,0.3125
337,0.3625
338,-0.025
339,0.47
340,0.0625
341,-0.7999999999999999
342,0.325
343,0.11666666666666668
344,-0.025
345,0.1
346,0.41000000000000003
347,0.47000000000000003
348,0.31999999999999995
349,0.34
350,0.47000000000000003
351,0.35
352,0.47000000000000003
353,0.325
354,-0.012499999999999999
355,0.46
356,0.41000000000000003
357,0.46
358,0.31249999999999994
359,0.26
360,0.48000000000000004
361,0.48000000000000004
362,0.17777777777777778
363,0.26
364,0.44000000000000006
365,0.04
366,0.45
367,0.02
368,0.27999999999999997
369,0.25999999999999995
370,0.3625
371,0.0875
372,-0.7
373,0.175
374,0.1
375,-0.0625
376,0.3125
377,-0.2
378,-2.35
379,0.11249999999999999
380,-1.55
381,0.5
382,0.35
383,0.21
384,-0.4181818181818182
385,-0.0125
386,-0.7
387,0.2625
388,0.1625
389,0.3375
390,0.34
391,0.1125
392,0.38999999999999996
393,-1.6500000000000001
394,0.33749999999999997
395,0.19
396,0.4799999999999999
397,0.3
398,0.1
399,-0.1323529411764706
400,-0.25
401,0.012499999999999999
402,0.3625
403,0.25
404,0.27
405,0.21
406,0.3625
407,0.49
408,-0.11249999999999999
409,0.48
410,0.48
411,0.49
412,0.023529411764705882
413,-0.1625
414,0.47
415,0.0875
416,0.26999999999999996
417,0.1
418,0.48999999999999994
419,0.29
420,0.45999999999999996
421,0.2875
422,0.26
423,0.26
424,0.26
425,0.39
426,0.48000000000000004
427,0.43000000000000005
428,0.075
429,-0.7666666666666666
430,0.18749999999999997
431,0.1875
432,-0.1625
433,0.29
434,-0.7666666666666666
435,-0.075
436,0.04285714285714286
437,0.3625
438,0.3625
439,0.011111111111111112
440,0.3
441,0.12000000000000001
442,0.29000000000000004
443,0.45999999999999996
444,0.12
445,0.48
446,0.47
447,0.25999999999999995
448,0.060000000000000005
449,0.27
450,0.26
451,0.29000000000000004
452,0.26
453,-0.26666666666666666
454,0.1
455,0.38999999999999996
456,-0.1875
457,-0.12857142857142856
458,0.37499999999999994
459,0.35
460,0.42
461,0.36250000000000004
462,0.3
463,-0.6399999999999999
464,-0.7333333333333333
465,-0.1875
466,0.075
467,-1.2249999999999999
468,-0.17647058823529413
469,-1.65
470,0.48000000000000004
471,0.009999999999999998
472,0.04705882352941177
473,0.125
474,0.27
475,0.46
476,0.48000000000000004
477,0.075
478,0.4799999999999999
479,0.45
480,0.12000000000000001
481,0.21000000000000002
482,0.28
483,0.36
484,0.5
485,-0.05882352941176471
486,0.0625
487,0.125
488,0.07500000000000001
489,0.16249999999999998
490,0.0875
491,0.020000000000000004
492,0.46
493,0.13999999999999999
494,-0.5
495,0.49
496,0.33749999999999997
497,0.32
498,0.075
499,0.33
500,-0.6666666666666666
501,-0.8
502,0.0625
503,-0.8
504,0.3625
505,0.3375
506,0.26999999999999996
507,0.26
508,0.25
509,0.5
510,0.32
511,0.32
512,0.09999999999999999
513,0.27
514,0.29000000000000004
515,0.4600000000000001
516,0.27
517,0.44999999999999996
518,0.05
519,0.28750000000000003
520,-0.19999999999999998
521,-1.5
522,0.1
523,-0.225
524,0.41
525,0.47
526,0.0625
527,0.1125
528,-0.2
529,-0.22499999999999998
530,0.375
531,0.0625
532,0.049999999999999996
533,0.28
534,0.5
535,0.0875
536,-1.5999999999999999
537,0.31249999999999994
538,0.26999999999999996
539,0.25
540,0.44
541,0.1
542,-0.225
543,0.125
544,0.0625
545,-1.2750000000000001
546,0.3375
547,0.48
548,0.0625
549,-1.4999999999999998
550,-0.19999999999999998
551,0.0
552,0.17500000000000002
553,0.2375
554,0.24
555,0.175
556,0.48000000000000004
557,-0.1625
558,0.48
559,0.39
560,0.325
561,0.1
562,0.28750000000000003
563,0.0
564,0.45999999999999996
565,0.125
566,0.49
567,0.3375
568,0.48000000000000004
569,0.0
570,0.48000000000000004
571,0.45999999999999996
572,0.33749999999999997
573,0.27
574,0.27
575,0.48999999999999994
576,0.48999999999999994
577,0.3
578,0.125
579,-0.65
580,0.03
581,0.1125
582,0.0875
583,0.11249999999999999
584,-0.7
585,0.075
586,0.07
587,0.49000000000000005
588,-0.23749999999999996
589,0.35
590,-0.7666666666666666
591,0.35
592,0.125
593,0.3125
594,0.29
595,0.3625
596,0.125
597,0.28
598,0.08750000000000001
599,-0.19999999999999998
600,-0.23333333333333334
601,0.125
602,0.125
603,0.1125
604,-0.7666666666666667
605,-0.7333333333333333
606,0.3625
607,-0.7999999999999999
608,0.11250000000000002
609,-0.18333333333333335
610,0.1125
611,0.3625
612,0.3125
613,-0.21666666666666665
614,0.13333333333333333
615,-0.7666666666666667
616,0.39
617,0.31
618,0.3125
619,0.29000000000000004
620,0.31
621,-1.7
622,0.29000000000000004
623,0.32222222222222224
624,0.25
625,0.29
626,0.34
627,0.29000000000000004
628,0.3375
629,0.45999999999999996
630,-0.2125
631,0.25
632,0.1
633,0.1375
634,0.36250000000000004
635,0.11
636,-0.7333333333333333
637,0.09999999999999999
638,0.25999999999999995
639,0.325
640,0.32
641,0.26
642,0.48
643,0.41
644,0.48999999999999994
645,0.27
646,0.31250000000000006
647,0.1
648,0.41
649,0.07500000000000001
650,0.1
651,0.4700000000000001
652,0.47000000000000003
653,0.09999999999999999
654,0.075
655,-0.7999999999999999
656,0.33749999999999997
657,-0.07142857142857142
658,-1.5000000000000002
659,0.125
660,-0.18749999999999997
661,-0.12857142857142856
662,-1.5499999999999998
663,0.04
664,0.49
665,0.08750000000000001
666,0.33749999999999997
667,0.075
668,0.28750000000000003
669,-0.6
670,-0.66
671,0.3125
672,0.08750000000000001
673,0.27
674,0.45
675,0.41
676,-2.75
677,0.1625
678,-0.5
679,-1.7500000000000002
680,0.32499999999999996
681,0.04
682,0.27
683,-0.48000000000000004
684,0.0875
685,0.33999999999999997
686,0.47000000000000003
687,0.48000000000000004
688,0.024999999999999998
689,0.14
690,0.26
691,0.27999999999999997
692,0.15
693,0.48000000000000004
694,0.08750000000000001
695,0.37500000000000006
696,0.3125
697,0.325
698,0.3
699,-0.7333333333333333
700,-0.7000000000000001
701,0.275
702,0.17
703,-0.037500000000000006
704,0.35
705,0.1125
706,0.15
707,0.44000000000000006
708,-0.125
709,0.3375
710,0.48000000000000004
711,0.36249999999999993
712,0.39
713,0.29
714,0.38
715,0.35
716,0.31
717,0.2375
718,0.325
719,0.3
720,0.5
721,0.13999999999999999
722,0.27
723,0.1625
724,0.11249999999999999
725,0.3625
726,0.1
727,0.45999999999999996
728,-0.3833333333333333
729,0.3
730,0.18888888888888888
731,0.48000000000000004
732,0.039999999999999994
733,0.48
734,0.33749999999999997
735,0.3375
736,0.21999999999999997
737,0.35
738,0.17000000000000004
739,0.3625
740,-0.23750000000000002
741,-1.55
742,-0.2125
743,0.325
744,0.3625
745,0.1125
746,-0.05
747,0.02
748,0.075
749,0.46
750,0.36
751,0.4
752,0.49000000000000005
753,0.3125
754,0.36
755,-0.43636363636363634
756,0.28
757,0.4
758,0.325
759,0.45
760,0.48
761,0.45999999999999996
762,-0.25
763,0.47000000000000003
764,0.5
765,0.4
766,0.48
767,0.05999999999999999
768,0.075
769,0.27999999999999997
770,0.5
771,0.25
772,0.5
773,0.45
774,0.27
775,0.42000000000000004
776,0.11250000000000002
777,0.075
778,0.47000000000000003
779,0.49
780,0.44999999999999996
781,-0.7000000000000001
782,-0.1125
783,-0.44
784,0.012499999999999999
785,0.47
786,0.3375
787,0.1
788,0.48000000000000004
789,0.27
790,0.49000000000000005
791,0.24000000000000002
792,0.0625
793,0.45999999999999996
794,0.49
795,0.48999999999999994
796,0.48
797,0.4799999999999999
798,0.48000000000000004
799,0.0625
800,0.32999999999999996
801,0.08750000000000001
802,0.27999999999999997
803,0.4799999999999999
804,0.33999999999999997
805,0.09999999999999999
806,0.125
807,0.39
808,0.34
809,0.28
810,0.24
811,0.29000000000000004
812,0.09999999999999999
813,0.33999999999999997
814,0.43
815,0.4799999999999999
816,0.35
817,0.35
818,-0.7666666666666666
819,0.0
820,-0.7333333333333333
821,0.35000000000000003
822,0.3
823,0.49
824,0.06
825,0.24000000000000002
826,0.48000000000000004
827,0.29
828,0.49
829,0.3
830,0.28
831,0.27
832,0.26
833,0.075
834,0.27499999999999997
835,-0.41999999999999993
836,-1.55
837,0.3375
838,0.07500000000000001
839,0.27
840,0.29000000000000004
841,0.05
842,0.3125
843,0.32500000000000007
844,0.29000000000000004
845,0.47000000000000003
846,0.28
847,0.26999999999999996
848,0.17500000000000002
849,0.43
850,0.25999999999999995
851,0.48000000000000004
852,0.27
853,0.32999999999999996
854,0.039999999999999994
855,0.47
856,0.26
857,0.27
858,0.47000000000000003
859,0.5
860,0.02
861,0.45999999999999996
862,0.2125
863,0.1125
864,0.08750000000000001
865,0.47000000000000003
866,0.41000000000000003
867,0.325
868,-0.8
869,-0.6666666666666666
870,-0.16666666666666666
871,0.5
872,0.46
873,0.35
874,0.35000000000000003
875,0.2
876,0.44000000000000006
877,0.18
878,-0.6999999999999998
879,0.3375
880,0.21111111111111108
881,0.27
882,0.43999999999999995
883,0.32
884,0.33999999999999997
885,0.32499999999999996
886,0.02
887,0.49
888,0.49000000000000005
889,0.1
890,0.36250000000000004
891,0.45
892,0.33999999999999997
893,0.25
894,0.27
895,0.35000000000000003
896,0.325
897,0.5
898,0.48
899,-0.7333333333333334
900,0.325
901,-1.7500000000000002
902,0.0625
903,0.48
904,0.04
905,0.4799999999999999
906,0.0375
907,0.03
908,0.375
909,0.27
910,0.43
911,0.22999999999999998
912,0.41000000000000003
913,0.41000000000000003
914,0.39
915,-0.18571428571428572
916,-0.07142857142857144
917,-1.7
918,0.3375
919,-0.0625
920,0.28
921,0.41000000000000003
922,0.48
923,0.27999999999999997
924,0.35000000000000003
925,0.35000000000000003
926,0.2125
927,0.27999999999999997
928,0.33
929,0.175
930,0.23750000000000004
931,0.3625
932,0.33749999999999997
933,0.3375
934,-0.7333333333333333
935,0.35000000000000003
936,0.075
937,0.33999999999999997
938,0.4799999999999999
939,0.26
940,0.47
941,0.3625
942,0.037500000000000006
943,0.48
944,0.26
945,0.375
946,-0.5199999999999999
947,-0.024999999999999998
948,0.075
949,-0.3
950,0.35000000000000003
951,0.3125
952,0.3
953,0.1
954,-0.14705882352941177
955,0.25
956,0.08750000000000001
957,-0.6666666666666667
958,0.3625
959,0.26
960,0.08750000000000001
961,0.48999999999999994
962,0.5
963,0.36250000000000004
964,0.49
965,0.27
966,0.4799999999999999
967,0.48000000000000004
968,0.49
969,0.0
970,0.225
971,-0.25
972,-0.7333333333333333
973,0.3375
974,0.019999999999999997
975,0.33749999999999997
976,-0.7333333333333333
977,0.2222222222222222
978,-0.7999999999999999
979,0.48999999999999994
980,0.15555555555555556
981,0.2375
982,0.09999999999999999
983,0.125
984,0.325
985,0.33749999999999997
986,0.13333333333333333
987,-1.7
988,0.14
989,0.29
990,0.1125
991,0.375
992,0.48
993,0.44999999999999996
994,0.47000000000000003
995,0.27999999999999997
996,0.46
997,0.27
998,0.37999999999999995
999,0.39
1000,0.25999999999999995
1001,0.32999999999999996
1002,-0.2666666666666667
1003,0.48000000000000004
1004,0.19
1005,0.35
1006,0.35000000000000003
1007,-0.8
1008,0.46
1009,0.0625
1010,0.18
1011,0.30000000000000004
1012,0.29
1013,0.22000000000000003
1014,0.37
1015,0.48
1016,0.48
1017,0.41000000000000003
1018,0.02
1019,0.26
1020,0.39000000000000007
1021,0.25
1022,0.47
1023,0.35
1024,0.36250000000000004
1025,0.35000000000000003
1026,0.325
1027,-0.6333333333333334
1028,0.4700000000000001
1029,0.29
1030,0.25
1031,0.42
1032,0.49
1033,0.325
1034,-0.7333333333333333
1035,-0.7333333333333334
1036,0.1
1037,0.375
1038,0.1125
1039,0.0625
1040,0.21000000000000002
1041,0.35
1042,0.125
1043,0.33749999999999997
1044,-2.5
1045,-0.07142857142857142
1046,0.0625
1047,-0.0375
1048,0.1125
1049,0.38000000000000006
1050,-0.17500000000000002
1051,0.3625
1052,0.2
1053,0.39
1054,0.21
1055,0.3375
1056,0.36250000000000004
1057,0.3625
1058,0.35
1059,0.3625
1060,-0.2714285714285714
1061,0.1
1062,-0.2125
1063,0.16249999999999998
1064,-0.23333333333333336
1065,0.1625
1066,-0.8333333333333334
1067,0.0625
1068,-0.2
1069,-0.7333333333333333
1070,0.25999999999999995
1071,0.33749999999999997
1072,0.35
1073,-0.7333333333333334
1074,-0.7666666666666666
1075,0.0625
1076,0.26
1077,0.28
1078,0.26999999999999996
1079,0.3375
1080,0.4699999999999999
1081,0.10999999999999999
1082,-0.31666666666666665
1083,0.46
1084,0.29
1085,0.49
1086,0.4799999999999999
1087,0.1
1088,0.48000000000000004
1089,0.0625
1090,0.35000000000000003
1091,0.28
1092,0.0875
1093,0.49
1094,0.29
1095,0.0875
1096,-0.7999999999999999
1097,0.025
1098,0.29
1099,0.47000000000000003
1100,0.32999999999999996
1101,0.29
1102,-1.75
1103,-1.7
1104,0.49
1105,-0.1625
1106,-0.32500000000000007
1107,-1.6
1108,0.375
1109,0.33749999999999997
1110,0.35000000000000003
1111,0.35
1112,-1.7000000000000002
1113,0.35000000000000003
1114,-0.10588235294117647
1115,0.48
1116,0.48000000000000004
1117,0.4900000000000001
1118,0.17999999999999997
1119,0.4699999999999999
1120,0.49
1121,0.26
1122,0.29
1123,0.3
1124,0.27
1125,0.47
1126,0.21
1127,0.26
1128,0.5
1129,0.22
1130,0.49
1131,0.45
1132,0.48000000000000004
1133,-0.1875
1134,0.35000000000000003
1135,0.0875
1136,0.44999999999999996
1137,0.27999999999999997
1138,0.44999999999999996
1139,0.27
1140,0.5
1141,0.26
1142,0.33
1143,0.4799999999999999
1144,0.32499999999999996
1145,0.26999999999999996
1146,0.16666666666666666
1147,0.45
1148,0.46
1149,0.04
1150,0.35
1151,0.15
1152,0.44999999999999996
1153,0.3375
1154,0.0
1155,0.22
1156,0.47
1157,0.22
1158,0.1
1159,0.25
1160,0.5
1161,0.29000000000000004
1162,0.45999999999999996
1163,0.325
1164,0.3625
1165,0.45
1166,0.11
1167,0.31
1168,0.0
1169,0.48000000000000004
1170,0.26
1171,0.48000000000000004
1172,0.3375
1173,-1.5
1174,0.325
1175,0.29000000000000004
1176,0.47000000000000003
1177,0.3
1178,0.25
1179,0.25
1180,0.27
1181,0.29000000000000004
1182,0.33749999999999997
1183,0.0875
1184,0.35
1185,0.019999999999999997
1186,0.4799999999999999
1187,0.27
1188,0.27
1189,0.075
1190,0.09999999999999999
1191,0.49
1192,0.48999999999999994
1193,0.35000000000000003
1194,0.1625
1195,0.0875
1196,-0.0375
1197,0.15
1198,-0.04285714285714286
1199,-1.7000000000000002
1200,0.075
1201,-0.7666666666666666
1202,0.012499999999999999
1203,0.0
1204,-0.1
1205,0.0625
1206,0.3
1207,0.35000000000000003
1208,0.49
1209,0.25
1210,0.33749999999999997
1211,0.037500000000000006
1212,-0.3428571428571428
1213,-0.7666666666666666
1214,-0.7999999999999999
1215,0.3375
1216,0.3
1217,0.09999999999999999
1218,0.25
1219,-0.19999999999999998
1220,0.18
1221,0.11249999999999999
1222,0.18
1223,0.44
1224,0.35000000000000003
1225,0.49
1226,0.02
1227,0.06
1228,0.49
1229,0.33999999999999997
1230,0.31
1231,0.26
1232,0.45
1233,0.08333333333333333
1234,0.2875
1235,-0.8
1236,0.0
1237,0.25
1238,0.44
1239,0.26
1240,0.47
1241,0.25
1242,0.3125
1243,0.41
1244,0.49000000000000005
1245,0.125
1246,0.0375
1247,0.047058823529411764
1248,0.45
1249,0.1222222222222222
1250,0.3
1251,0.42999999999999994
1252,0.26
1253,0.1125
1254,-0.23333333333333334
1255,0.075
1256,0.2625
1257,-0.7333333333333333
1258,-0.0875
1259,0.3
1260,0.125
1261,-0.8
1262,0.36249999999999993
1263,0.27
1264,0.26
1265,0.27
1266,0.29
1267,0.0625
1268,0.125
1269,0.44999999999999996
1270,-0.125
1271,-2.6
1272,-1.5000000000000002
1273,0.35
1274,-0.2285714285714286
1275,0.3625
1276,-0.1125
1277,0.0625
1278,0.39
1279,0.36000000000000004
1280,0.29000000000000004
1281,0.325
1282,-0.7666666666666666
1283,0.35000000000000003
1284,-1.7500000000000002
1285,0.06999999999999999
1286,0.29000000000000004
1287,0.27999999999999997
1288,0.33749999999999997
1289,0.36
1290,0.3375
1291,0.48
1292,0.28
1293,0.45999999999999996
1294,0.48
1295,0.1
1296,0.32499999999999996
1297,0.3125
1298,0.02
1299,0.26
1300,0.29000000000000004
1301,0.29000000000000004
1302,0.07
1303,0.23
1304,0.27
1305,0.125
1306,0.48000000000000004
1307,0.36250000000000004
1308,0.25999999999999995
1309,0.060000000000000005
1310,-0.049999999999999996
1311,0.47
1312,0.45999999999999996
1313,-0.08571428571428572
1314,0.48000000000000004
1315,0.34
1316,0.05
1317,0.23750000000000002
1318,0.125
1319,-0.7
1320,-0.8
1321,0.125
1322,0.27
1323,0.325
1324,0.27
1325,-1.75
1326,0.09999999999999999
1327,0.49000000000000005
1328,0.3
1329,0.44
1330,-0.21666666666666665
1331,0.0875
1332,-1.5999999999999999
1333,-1.75
1334,0.37500000000000006
1335,0.0
1336,0.26
1337,0.26999999999999996
1338,0.26
1339,0.4799999999999999
1340,-0.039999999999999994
1341,-0.8
1342,-0.7333333333333334
1343,0.3
1344,0.45999999999999996
1345,0.38999999999999996
1346,0.5
1347,0.29000000000000004
1348,0.47
1349,0.48
1350,-0.2714285714285714
1351,0.25
1352,0.11249999999999999
1353,0.48
1354,0.0375
1355,-0.19999999999999998
1356,-0.125
1357,0.46
1358,-0.725
1359,0.0
1360,0.075
1361,0.3125
1362,-0.18333333333333332
1363,-0.6666666666666666
1364,-0.6666666666666667
1365,-0.15000000000000002
1366,0.075
1367,-0.1625
1368,0.43
1369,-1.3333333333333335
1370,0.1125
1371,0.1
1372,0.5
1373,0.325
1374,0.13
1375,0.27999999999999997
1376,0.49
1377,0.26000000000000006
1378,0.0875
1379,0.05
1380,0.36250000000000004
1381,-1.0750000000000002
1382,0.019999999999999997
1383,0.49000000000000005
1384,0.02
1385,0.38
1386,0.22
1387,0.47
1388,0.27
1389,0.26
1390,0.49
1391,0.01
1392,0.47000000000000003
1393,0.1625
1394,-0.66
1395,-0.64
1396,0.35
1397,0.48999999999999994
1398,0.13
1399,0.4799999999999999
1400,0.27999999999999997
1401,0.47000000000000003
1402,-0.2833333333333334
1403,0.35
1404,-0.2125
1405,-0.23333333333333334
1406,0.18749999999999997
1407,0.26
1408,0.25
1409,-0.5199999999999999
1410,0.37500000000000006
1411,0.1777777777777778
1412,0.09
1413,0.325
1414,0.11
1415,0.33999999999999997
1416,0.125
1417,0.21250000000000002
1418,-0.3
1419,0.36249999999999993
1420,-0.6666666666666667
1421,0.2375
1422,-0.7666666666666666
1423,-0.012499999999999999
1424,0.08750000000000001
1425,-0.2375
1426,0.3375
1427,0.48
1428,0.3125
1429,0.46
1430,-0.18333333333333335
1431,0.49000000000000005
1432,0.27
1433,0.09
1434,0.46
1435,0.35000000000000003
1436,0.1125
1437,0.1625
1438,-0.14285714285714288
1439,0.45
1440,0.44999999999999996
1441,0.31250000000000006
1442,0.46
1443,0.125
1444,0.075
1445,-0.23750000000000002
1446,-0.18571428571428572
1447,0.125
1448,-0.7000000000000001
1449,0.125
1450,-0.6666666666666667
1451,0.49
1452,0.5
1453,0.5
1454,0.48000000000000004
1455,0.45999999999999996
1456,0.15
1457,0.44999999999999996
1458,0.325
1459,0.36
1460,0.35
1461,-0.12857142857142856
1462,0.275
1463,-0.028571428571428574
1464,0.48999999999999994
1465,-0.025
1466,-0.1125
1467,0.125
1468,0.26
1469,0.47000000000000003
1470,0.4799999999999999
1471,0.0875
1472,0.47000000000000003
1473,-0.6000000000000001
1474,0.29
1475,0.36250000000000004
1476,0.46
1477,0.1125
1478,0.07500000000000001
1479,0.4799999999999999
1480,0.48999999999999994
1481,0.26
1482,0.175
1483,0.3125
1484,0.17
1485,0.35000000000000003
1486,0.08750000000000001
1487,0.42
1488,0.39
1489,0.35
1490,0.45
1491,0.49000000000000005
1492,0.17777777777777778
1493,0.37999999999999995
1494,0.28
1495,0.3125
1496,-0.0125
1497,0.2875
1498,0.3625
1499,0.36249999999999993
1500,0.3125
1501,-0.0875
1502,0.09999999999999999
1503,0.31
1504,0.5
1505,-0.17500000000000002
1506,0.31250000000000006
1507,0.48000000000000004
1508,0.45
1509,0.36
1510,0.29
1511,0.33
1512,0.0625
1513,-1.5500000000000003
1514,-1.7000000000000002
1515,-0.14285714285714288
1516,0.07
1517,0.325
1518,0.32499999999999996
1519,0.36250000000000004
1520,0.125
1521,0.2375
1522,0.33749999999999997
1523,0.3125
1524,-0.2375
1525,0.11249999999999999
1526,0.0875
1527,0.28750000000000003
1528,0.019999999999999997
1529,0.47000000000000003
1530,0.3125
1531,0.075
1532,0.325
1533,0.0
1534,0.08235294117647059
1535,0.009999999999999998
1536,0.26
1537,0.29
1538,0.39999999999999997
1539,0.26
1540,0.48000000000000004
1541,0.27499999999999997
1542,0.16249999999999998
1543,0.35
1544,0.47
1545,0.125
1546,0.35000000000000003
1547,-1.7
1548,0.0875
1549,0.3125
1550,-2.65
1551,0.49
1552,0.48000000000000004
1553,0.45999999999999996
1554,0.29
1555,0.43000000000000005
1556,0.375
1557,0.125
1558,0.26
1559,0.3625
1560,0.48
1561,0.26
1562,-0.2833333333333333
1563,0.3625
1564,0.05
1565,0.0875
1566,-0.0125
1567,-1.5499999999999998
1568,0.49
1569,0.29
1570,-0.11250000000000002
1571,0.48
1572,0.21000000000000002
1573,0.0625
1574,-0.225
1575,-0.02857142857142857
1576,0.09999999999999999
1577,0.48999999999999994
1578,0.29
1579,0.29
1580,-0.4
1581,0.06999999999999999
1582,0.375
1583,0.39
1584,0.48
1585,0.28
1586,0.48000000000000004
1587,0.47
1588,0.13999999999999999
1589,0.26999999999999996
1590,0.17500000000000002
1591,0.36250000000000004
1592,0.1125
1593,0.49000000000000005
1594,-0.1
